Glottocode,Language,Feature,Original_value,Curated_value,Type,Comment
cent2127,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_16,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_17,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_19,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_21,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_22,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_23,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
cent2127,BATCH,GB409_24,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_1,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_2,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_3,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_4,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_16,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_17,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_19,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_22,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_23,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chac1251,BATCH,GB409_24,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_1,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_9,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_11,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_13,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_19,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_22,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chan1313,BATCH,GB409_23,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chan1313,BATCH,GB409_24,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_1,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chep1245,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chep1245,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_19,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_22,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_23,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chep1245,BATCH,GB409_24,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_1,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_6,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_13,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_15,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_19,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
choc1275,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_22,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_23,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
choc1275,BATCH,GB409_24,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_1,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_14,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chug1252,BATCH,GB409_15,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chug1252,BATCH,GB409_16,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chug1252,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_19,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_22,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_23,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chug1252,BATCH,GB409_24,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_1,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_13,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chuk1273,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_16,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_17,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_19,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_21,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
chuk1273,BATCH,GB409_22,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_23,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
chuk1273,BATCH,GB409_24,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_1,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_2,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_3,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_4,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_6,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_9,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_18,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_19,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_21,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_22,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coch1272,BATCH,GB409_23,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coch1272,BATCH,GB409_24,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_1,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_2,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_3,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_4,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_7,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_8,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_13,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_15,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_19,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_21,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
coeu1236,BATCH,GB409_22,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_23,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coeu1236,BATCH,GB409_24,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_1,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_2,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_3,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_4,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_15,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_16,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
colu1241,BATCH,GB409_17,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
colu1241,BATCH,GB409_18,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_19,?,,MISSING_VALUE,'Value not resolved ("?"). Researcher must determine correct coding from the grammar source.'
colu1241,BATCH,GB409_20,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_21,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_22,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_23,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
colu1241,BATCH,GB409_24,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_1,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_2,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_3,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_4,0,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_5,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_6,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_7,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_8,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_9,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_10,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_11,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_12,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_13,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
coos1249,BATCH,GB409_14,1,,MISSING_SOURCE,'No source reference provided. Recommend citing the grammar for this feature.'
