ID,Language_ID,Parameter_ID,Value,Source,Comment
789,bina1277,GB409_21,1,"Wilson 2002: 12, 46",Non-main clauses exhibit ergative alignment.
790,bina1277,GB409_22,0,Wilson 2002: in passim,Ergative alignment is not conditioned by any other factor.
791,bina1277,GB409_23,0,"Wilson 2002: 10, 12, 44",The ergative case has the same mark as the genitive marker.
792,bina1277,GB409_24,1,"Wilson 2002: 11, 23, 46","The ergative case has the same mark as the instrumental case, but is different from the comitative case."
793,binu1244,GB409_1,1,Otanes 1992: xvii-xviii,There is an explicit marker for the absolutive case.
794,binu1244,GB409_2,1,Otanes 1992: xviii-xx,First-person pronouns show ergative alignment.
795,binu1244,GB409_3,1,Otanes 1992: xiii-xx,Second-person pronouns show ergative alignment.
796,binu1244,GB409_4,1,Otanes 1992: xiii-xx,Third-person pronouns show ergative alignment.
797,binu1244,GB409_5,1,Otanes 1992: xvii-xviii,Full NP's exhibit ergative alignment.
798,binu1244,GB409_6,1,Otanes 1992: xxii-xxiii,Ergative alignment present in the imperfective aspect.
799,binu1244,GB409_7,1,"Otanes 1992: xxiii, xxv",Ergative alignment occurs in the perfective aspect.
800,binu1244,GB409_8,1,"Otanes 1992: xviii, xxii",Ergative alignment occurs in past tense clauses.
801,binu1244,GB409_9,1,Otanes 1992: xxii,Ergative alignment applied in non-past times.
802,binu1244,GB409_10,1,"Otanes 1992: xviii, xxii-xxiii",Ergative alignment is presented in indicative mode.
803,binu1244,GB409_11,1,Otanes 1992: xxiv,Ergative alignment is presented in non-indicative mode.
804,binu1244,GB409_12,1,"Otanes 1992: xx, xxiii, xxvi",Ergative alignment is present in the realis status.
805,binu1244,GB409_13,1,"Otanes 1992: xxii, xxiv",Ergative alignment is present in the irrealis status.
806,binu1244,GB409_14,1,"Otanes 1992: xviii,xx, xxii","In the context of an agentive A argument, ergative alignment is observed."
807,binu1244,GB409_15,1,"Otanes 1992: xx, xxvi","In the context of a non-agentive argument A, ergative alignment is observed."
808,binu1244,GB409_16,1,"Otanes 1992: xvii, xxiii","In the context of a topical A, ergative alignment is shown."
809,binu1244,GB409_17,1,Otanes 1992: xvii-xviii,"In the context of a non-topical A, ergative alignment is shown."
810,binu1244,GB409_18,1,"Otanes 1992: xvii-xviii, xxi",Clauses with animated A arguments exhibit ergative alignment.
811,binu1244,GB409_19,1,Otanes 1992: xvii,Clauses with non-animated A arguments exhibit ergative alignment.
812,binu1244,GB409_20,1,"Otanes 1992: xvii-xviii, xxii-xxiii",Main clauses exhibit ergative alignment.
813,binu1244,GB409_21,1,Otanes 1992: xxiv,Non-main clauses exhibit ergative alignment.
814,binu1244,GB409_22,1,"Otanes 1992: xvii-xviii, xxv","Ergative alignment depends on the semantic properties of the object, such as the specificity and definiteness of the argument P."
815,binu1244,GB409_23,1,"Otanes 1992: xvii-xviii, xxii",The ergative case has the same mark as the genitive marker.
816,binu1244,GB409_24,0,Otanes 1992: xvii-xviii,The ergative case does not have the same marker as the instrumental or comitative marker.
817,biri1256,GB409_1,0,Terrill 1998: 14-15,There is not explicit marker for the absolutive case.
818,biri1256,GB409_2,0,"Terrill 1998: 14, 23",First-person pronouns show nominative alignment.
819,biri1256,GB409_3,0,Terrill 1998: 23-24,Second-person pronouns show nominative alignment.
820,biri1256,GB409_4,0,Terrill 1998: 24,Third-person pronouns show nominative alignment.
821,biri1256,GB409_5,1,Terrill 1998: 14-15,Full NP's exhibit ergative-absolutive alignment.
822,biri1256,GB409_6,1,Terrill 1998: 37-38,Clauses with imperfective aspect exhibit ergative alignment.
823,biri1256,GB409_7,1,"Terrill 1998: 20, 36",Clauses with perfective aspect exhibit ergative alignment.
824,biri1256,GB409_8,1,Terrill 1998: 36,Past-tense clauses exhibit ergative alignment.
825,biri1256,GB409_9,1,"Terrill 1998: 15, 35",Clauses in non-past tense exhibit ergative alignment.
826,biri1256,GB409_10,1,"Terrill 1998: 15, 26",Clauses in indicative mode show an ergative alignment.
827,biri1256,GB409_11,1,"Terrill 1998: 38, 50",Clauses in non-indicative mode show an ergative alignment.
828,biri1256,GB409_12,1,Terrill 1998: 35-36,Clauses with realis status show ergative alignment.
829,biri1256,GB409_13,1,"Terrill 1998: 15, 36",Clauses with irrealis status show ergative alignment.
830,biri1256,GB409_14,1,"Terrill 1998: 15-16, 20","In the context of an agentive A argument, ergative alignment is observed."
831,biri1256,GB409_15,1,"Terrill 1998: 18, 62","In the context of a non-agentive argument A, ergative alignment is observed."
832,biri1256,GB409_16,1,"Terrill 1998: 15, 29","In the context of a topical A, ergative alignment is shown."
833,biri1256,GB409_17,1,"Terrill 1998: 15, 39","In the context of a non-topical A, ergative alignment is shown."
834,biri1256,GB409_18,1,"Terrill 1998: 15, 36",Clauses with animated A arguments do exhibit ergative alignment.
835,biri1256,GB409_19,1,"Terrill 1998: 39, 51",Clauses with non-animated A arguments do exhibit ergative alignment.
836,biri1256,GB409_20,1,Terrill 1998: 14-15,Main clauses do exhibit ergative alignment.
837,biri1256,GB409_21,1,"Terrill 1998: 35, 59, 62",Non-main clauses exhibit ergative alignment.
838,biri1256,GB409_22,1,"Terrill 1998: 14, 23, 38",The ergative mark is conditioned by word class or noun phrase type (animacy/pronominality hierarchy).
839,biri1256,GB409_23,0,"Terrill 1998: 14,17",The ergative case does not have the same marker as the genitive case.
840,biri1256,GB409_24,1,Terrill 1998: 14-15,"The ergative case has the same mark as the instrumental case, but is different from the comitative case."
841,boun1245,GB409_1,0,Merlan and Rumsey 1991: 337,There is no explicit marker for the absolutive case.
842,boun1245,GB409_2,1,"Merlan and Rumsey 1991: 333, 335, 337",First-person pronouns show ergative alignment.
843,boun1245,GB409_3,1,"Merlan and Rumsey 1991: 331, 335, 337",Second-person pronouns show ergative alignment.
844,boun1245,GB409_4,1,"Merlan and Rumsey 1991: 333, 335, 337",Third-person pronouns show ergative alignment.
845,boun1245,GB409_5,1,Merlan and Rumsey 1991: 337-339,Full NPs exhibit ergative-absolutive alignment.
846,boun1245,GB409_6,1,"Merlan and Rumsey 1991: 327-328, 339",Clauses with imperfective aspect exhibit ergative alignment.
847,boun1245,GB409_7,1,"Merlan and Rumsey 1991: 327-328, 337, 340",Clauses with perfective aspect exhibit ergative alignment.
848,boun1245,GB409_8,1,"Merlan and Rumsey 1991: 327-328, 337",Past-tense clauses exhibit ergative alignment.
849,boun1245,GB409_9,1,"Merlan and Rumsey 1991: 327, 330, 333, 339",Clauses in non-past tense exhibit ergative alignment.
850,boun1245,GB409_10,1,Merlan and Rumsey 1991: 327,Clauses in indicative mood show ergative alignment.
851,boun1245,GB409_11,1,Merlan and Rumsey 1991: 331-332,Clauses in non-indicative mood show ergative alignment.
852,boun1245,GB409_12,1,"Merlan and Rumsey 1991: 327-328, 337-339",Clauses with realis status show ergative alignment.
853,boun1245,GB409_13,1,Merlan and Rumsey 1991: 330-333,Clauses with irrealis status show ergative alignment.
854,boun1245,GB409_14,1,"Merlan and Rumsey 1991: 337, 339-340","In the context of an agentive A argument, ergative alignment is observed."
855,boun1245,GB409_15,1,Merlan and Rumsey 1991: 339,"In the context of a non-agentive A, ergative alignment is observed. Merlan and Rumsey (1991: 339) document Type IV clause constructions where experiencer-like arguments (e.g., 'hunger-ERG', 'sleep-ERG') take the ergative marker."
856,boun1245,GB409_16,1,Merlan and Rumsey 1991: 337-339,"No topicality-based split is documented in Merlan and Rumsey (1991). The optional dropping of -n(i) is conditioned by phonological/discourse factors, not by the topicality of A per se. Topical A retains ergative marking. Changed from original annotation '?' to 1."
857,boun1245,GB409_17,1,Merlan and Rumsey 1991: 337-339,No topicality-based split documented. Non-topical A takes ergative marking as expected. Changed from original annotation '?' to 1.
858,boun1245,GB409_18,1,"Merlan and Rumsey 1991: 337, 339-340",Clauses with animate A arguments exhibit ergative alignment.
859,boun1245,GB409_19,1,Merlan and Rumsey 1991: 339,Clauses with inanimate A arguments exhibit ergative alignment.
860,boun1245,GB409_20,1,Merlan and Rumsey 1991: 337-339,Main clauses exhibit ergative alignment.
861,boun1245,GB409_21,1,Merlan and Rumsey 1991: 340,Non-main clauses exhibit ergative alignment.
862,boun1245,GB409_22,1,Merlan and Rumsey 1991: 338,"Ergative marking is conditioned by a split intransitivity system based on control of the S argument (five clause types distinguished in Ku Waru), not purely topicality or animacy."
863,boun1245,GB409_23,0,Merlan and Rumsey 1991: 335,The ergative marker does not have the same form as the genitive marker.
864,boun1245,GB409_24,1,Merlan and Rumsey 1991: 335,The ergative marker -n(i) is also used as the instrumental marker. Comitative uses a different form. ERG=INST confirmed.
865,bugi1244,GB409_1,1,Hanson 2003: 59,There is an explicit marker for the absolutive case.
866,bugi1244,GB409_2,1,Hanson 2003: 59-60,First-person pronouns follow an ergative alignment pattern.
867,bugi1244,GB409_3,1,Hanson 2003: 59-60,Second-person pronouns follow an ergative alignment pattern.
868,bugi1244,GB409_4,1,Hanson 2003: 59-60,Third-person pronouns follow an ergative alignment pattern.
869,bugi1244,GB409_5,0,"Hanson 2003: 126, 153",Full NP's do not exhibit ergative alignment.
870,bugi1244,GB409_6,1,Hanson 2003: 82,Clauses with imperfective aspect exhibit ergative alignment.
871,bugi1244,GB409_7,1,"Hanson 2003: 67, 82",Clauses with perfective aspect exhibit ergative alignment.
872,bugi1244,GB409_8,1,"Hanson 2003: 45, 92",Past-tense clauses exhibit ergative alignment.
873,bugi1244,GB409_9,1,"Hanson 2003: 42, 92",Clauses in non-past tense exhibit ergative alignment.
874,bugi1244,GB409_10,1,Hanson 2003: 128-129,Clauses in indicative mode show an ergative alignment.
875,bugi1244,GB409_11,1,"Hanson 2003: 283, 301",Clauses in non-indicative mode show an ergative alignment.
876,bugi1244,GB409_12,1,"Hanson 2003: 128-129, 145, 167",Clauses with realis status show ergative alignment.
877,bugi1244,GB409_13,1,"Hanson 2003: 167, 173, 264",Clauses with irrealis status show ergative alignment.
878,bugi1244,GB409_14,1,"Hanson 2003: 128, 140","In the context of an agentive A argument, ergative alignment is observed."
879,bugi1244,GB409_15,1,Hanson 2003: 140-141,"In the context of a non-agentive argument A, ergative alignment is observed."
880,bugi1244,GB409_16,1,"Hanson 2003: 155, 165","In the context of a topical A, ergative alignment is shown."
881,bugi1244,GB409_17,0,"Hanson 2003: 138, 169","In the context of a topical A, ergative alignment is not shown."
882,bugi1244,GB409_18,1,Hanson 2003: 140,Clauses with animated A arguments exhibit ergative alignment.
883,bugi1244,GB409_19,1,Hanson 2003: 141-142,Clauses with non-animated A arguments exhibit ergative alignment.
884,bugi1244,GB409_20,1,Hanson 2003: 128-129,Main clauses exhibit ergative alignment.
885,bugi1244,GB409_21,1,"Hanson 2003: 224, 275",Non-main clauses exhibit ergative alignment.
886,bugi1244,GB409_22,1,"Hanson 2003: 125, 128",Ergative alignment is conditioned by a pragmatic factor: the definiteness or individuation of the patient.
887,bugi1244,GB409_23,0,Hanson 2003: 60,The ergative case do not have the same mark as the genitive marker.
888,bugi1244,GB409_24,0,"Hanson 2003: 262, 315",The ergative case does not have the same marker as the instrumental or comitative marker.
889,bujh1238,GB409_1,0,"Regmi 2007: 156, 158",There is not an explicit marker for the absolutive case.
890,bujh1238,GB409_2,1,"Regmi 2007: 156-157, 184",First-person pronouns show ergative alignment.
891,bujh1238,GB409_3,1,"Regmi 2007: 157, 184",Second-person pronouns show ergative alignment.
892,bujh1238,GB409_4,1,"Regmi 2007: 156-157, 184",Third-person pronouns show ergative alignment.
893,bujh1238,GB409_5,1,"Regmi 2007: 156, 285, 289",Full NP's exhibit ergative alignment.
894,bujh1238,GB409_6,1,"Regmi 2007: 156-157, 392",Ergative alignment present in the imperfective aspect.
895,bujh1238,GB409_7,1,"Regmi 2007: 156-157, 216",Ergative alignment occurs in the perfective aspect.
896,bujh1238,GB409_8,1,"Regmi 2007: 156-157, 213, 395",Ergative alignment occurs in past tense clauses.
897,bujh1238,GB409_9,1,Regmi 2007: 156-157,Ergative alignment applied in non-past times.
898,bujh1238,GB409_10,1,"Regmi 2007: 156, 285",Ergative alignment is presented in indicative mode.
899,bujh1238,GB409_11,1,"Regmi 2007: 314, 318, 321",Ergative alignment is presented in non-indicative mode.
900,bujh1238,GB409_12,1,"Regmi 2007: 156-157, 395",Ergative alignment is present in the realis status.
901,bujh1238,GB409_13,1,"Regmi 2007: 156, 161, 318, 322",Ergative alignment is present in the irrealis status.
902,bujh1238,GB409_14,1,"Regmi 2007: 156-157, 284-285","In the context of an agentive A argument, ergative alignment is observed."
903,bujh1238,GB409_15,1,"Regmi 2007: 162, 165, 426","In the context of a non-agentive argument A, ergative alignment is observed."
904,bujh1238,GB409_16,1,"Regmi 2007: 156, 286-287","In the context of a topical A, ergative alignment is shown."
905,bujh1238,GB409_17,1,Regmi 2007: 287,"In the context of a non-topical A, ergative alignment is shown."
906,bujh1238,GB409_18,1,Regmi 2007: 156-157,Clauses with animated A arguments exhibit ergative alignment.
907,bujh1238,GB409_19,1,"Regmi 2007: 156, 171",Clauses with non-animated A arguments exhibit ergative alignment.
908,bujh1238,GB409_20,1,Regmi 2007: 285,Main clauses exhibit ergative alignment.
909,bujh1238,GB409_21,1,"Regmi 2007: 338, 342, 344",Non-main clauses exhibit ergative alignment.
910,bujh1238,GB409_22,1,"Regmi 2007: 163, 175, 396","Ergative alignment is conditioned by the semantic properties of the object, specifically humanity and definiteness."
911,bujh1238,GB409_23,0,"Regmi 2007: 158, 166",The ergative case do not have the same mark as the genitive marker.
912,bujh1238,GB409_24,1,"Regmi 2007: 158, 161","The ergative case has the same mark as the instrumental case, but is different from the comitative case."
913,bund1253,GB409_1,0,"Jaiswal 1962: 99-100, 102, 146",There is not explicit marker for the absolutive case.
914,bund1253,GB409_2,1,"Jaiswal 1962: 69, 71",First-person pronouns show ergative alignment.
915,bund1253,GB409_3,1,Jaiswal 1962: 72-73,Second-person pronouns show ergative alignment.
916,bund1253,GB409_4,1,"Jaiswal 1962: 74-75, 100",Third-person pronouns show ergative alignment.
917,bund1253,GB409_5,1,"Jaiswal 1962: 65, 99-100",Full NP's exhibit ergative-absolutive alignment.
918,bund1253,GB409_6,0,"Jaiswal 1962: 76, 99, 144, 149",Clauses with imperfective aspect do  not exhibit ergative alignment.
919,bund1253,GB409_7,1,"Jaiswal 1962: 65, 76, 99, 146",Clauses with perfective aspect exhibit ergative alignment.
920,bund1253,GB409_8,1,"Jaiswal 1962: 134, 146, 149",Past-tense clauses exhibit ergative alignment.
921,bund1253,GB409_9,0,"Jaiswal 1962: 65, 76, 134, 144, 147",Clauses in non-past tense do not exhibit ergative alignment.
922,bund1253,GB409_10,1,"Jaiswal 1962: 100, 146",Clauses in indicative mode show an ergative alignment.
923,bund1253,GB409_11,1,Jaiswal 1962: 151,Clauses in non-indicative mode show an ergative alignment.
924,bund1253,GB409_12,1,"Jaiswal 1962: 100, 146",Clauses with realis status show ergative alignment.
925,bund1253,GB409_13,1,"Jaiswal 1962: 151, 161-162",Clauses with irrealis status show ergative alignment.
926,bund1253,GB409_14,1,"Jaiswal 1962: 100, 111, 146","In the context of an agentive A argument, ergative alignment is observed."
927,bund1253,GB409_15,0,Jaiswal 1962: 111,"In the context of a non-agentive argument A, ergative alignment is not observed."
928,bund1253,GB409_16,1,"Jaiswal 1962: 65, 99-100","In the context of a topical A, ergative alignment is shown."
929,bund1253,GB409_17,1,"Jaiswal 1962: 65, 99-100","In the context of a non-topical A, ergative alignment is shown."
930,bund1253,GB409_18,1,"Jaiswal 1962: 65, 100, 134",Clauses with animated A arguments do exhibit ergative alignment.
931,bund1253,GB409_19,1,"Jaiswal 1962: 76, 99-100",Clauses with non-animated A arguments exhibit ergative alignment.
932,bund1253,GB409_20,1,"Jaiswal 1962: 65, 100, 146",Main clauses do exhibit ergative alignment.
933,bund1253,GB409_21,1,"Jaiswal 1962: 78, 161, 163",Non-main clauses exhibit ergative alignment.
934,bund1253,GB409_22,1,"Jaiswal 1962: 100, 111","The ergative mark is conditioned by the lexical semantics of the verb, specifically manifested in split intransitivity and in lexical exceptions of transitive verbs."
935,bund1253,GB409_23,0,"Jaiswal 1962: 100, 104-105",The ergative case does not have the same marker as the genitive case.
936,bund1253,GB409_24,0,"Jaiswal 1962: 100-101, 103-104",The ergative case does not have the same marker as the instrumental or comitative marker.
937,byan1241,GB409_1,0,"Trivedi 1991: 33, 35",There is not explicit marker for the absolutive case.
938,byan1241,GB409_2,1,Trivedi 1991: 46,First-person pronouns show ergative alignment.
939,byan1241,GB409_3,1,Trivedi 1991: 46,Second-person pronouns show ergative alignment.
940,byan1241,GB409_4,1,Trivedi 1991: 46,Third-person pronouns show ergative alignment.
941,byan1241,GB409_5,1,Trivedi 1991: 33-35,Full NP's exhibit ergative-absolutive alignment.
942,byan1241,GB409_6,1,"Trivedi 1991: 84, 89-90",Clauses with imperfective aspect exhibit ergative alignment.
943,byan1241,GB409_7,1,"Trivedi 1991: 86, 105",Clauses with perfective aspect exhibit ergative alignment.
944,byan1241,GB409_8,1,"Trivedi 1991: 86, 88, 90",Past-tense clauses exhibit ergative alignment.
945,byan1241,GB409_9,1,"Trivedi 1991: 81, 94, 96",Clauses in non-past tense exhibit ergative alignment.
946,byan1241,GB409_10,1,"Trivedi 1991: 81, 86, 94",Clauses in indicative mode show an ergative alignment.
947,byan1241,GB409_11,1,"Trivedi 1991: 104-105, 121",Clauses in non-indicative mode show an ergative alignment.
948,byan1241,GB409_12,1,"Trivedi 1991: 81, 86, 97",Clauses with realis status show ergative alignment.
949,byan1241,GB409_13,1,"Trivedi 1991: 94, 96, 105, 110, 132",Clauses with irrealis status show ergative alignment.
950,byan1241,GB409_14,1,"Trivedi 1991: 81, 84, 105","In the context of an agentive A argument, ergative alignment is observed."
951,byan1241,GB409_15,1,"Trivedi 1991: 35, 81, 159","In the context of a non-agentive argument A, ergative alignment is observed."
952,byan1241,GB409_16,1,"Trivedi 1991: 44, 81, 105","In the context of an agentive A argument, ergative alignment is observed."
953,byan1241,GB409_17,1,"Trivedi 1991: 44, 50","In the context of a non-agentive argument A, ergative alignment is observed."
954,byan1241,GB409_18,1,"Trivedi 1991: 35, 203",Clauses with animated A arguments exhibit ergative alignment.
955,byan1241,GB409_19,1,"Trivedi 1991: 36-37, 144",Clauses with non-animated A arguments exhibit ergative alignment.
956,byan1241,GB409_20,1,"Trivedi 1991: 35, 86",Main clauses exhibit ergative alignment.
957,byan1241,GB409_21,1,"Trivedi 1991: 159-160, 162",Non-main clauses exhibit ergative alignment.
958,byan1241,GB409_22,1,"Trivedi 1991: 33, 35",Ergative marking is conditioned by the semantic class of the transitive verb.
959,byan1241,GB409_23,0,"Trivedi 1991: 36, 38-39",The ergative marker do not have the same form as the genitive marker.
960,byan1241,GB409_24,1,Trivedi 1991: 36-37,"The ergative case has the same mark as the instrumental case, but is different from the comitative case."
961,caca1251,GB409_1,0,"Zariquiey 2018: §6.7.1.3, p. 252; §15.2, p. 571",The absolutive is the unmarked case in Kakataibo. Both full NPs and pronouns in P function bear no case marker.
962,caca1251,GB409_2,0,"Zariquiey 2018: §5.1.1.1, p. 175; §1.3.6, p. 44","Pronouns follow tripartite alignment: A==(a)n, S==x, P=∅. This is NOT ergative alignment (S and P are not treated alike)."
963,caca1251,GB409_3,0,"Zariquiey 2018: §5.1.1.1, p. 175; §1.3.6, p. 44",Same as 1st person: tripartite alignment on pronouns. S and P are not treated alike.
964,caca1251,GB409_4,0,"Zariquiey 2018: §5.1.1.1, p. 175; §1.3.6, p. 44; ex. (4), p. 44",Same as 1st and 2nd person: tripartite alignment on pronouns.
965,caca1251,GB409_5,1,"Zariquiey 2018: §6.7.1.1, p. 250; §1.3.6, p. 44; ex. (5), p. 44; Table 26, p. 116","Full NPs follow ergative alignment: A marked with =(a)n / =nën (ERG), S and P unmarked (ABS)."
966,caca1251,GB409_6,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No aspect-based split is documented. Ergative alignment on full NPs applies regardless of aspect.
967,caca1251,GB409_7,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No aspect-based split is documented. Ergative alignment on full NPs applies regardless of aspect.
968,caca1251,GB409_8,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No tense-based split is documented. Ergative alignment on full NPs applies regardless of tense.
969,caca1251,GB409_9,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No tense-based split is documented. Ergative alignment on full NPs applies regardless of tense.
970,caca1251,GB409_10,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No mood-based split is documented. Ergative alignment on full NPs applies regardless of mood.
971,caca1251,GB409_11,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No mood-based split is documented. Ergative alignment on full NPs applies regardless of mood.
972,caca1251,GB409_12,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No realis/irrealis split is documented for case marking. Ergative alignment on full NPs applies in realis contexts.
973,caca1251,GB409_13,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No realis/irrealis split is documented for case marking. Ergative alignment on full NPs applies in irrealis contexts.
974,caca1251,GB409_14,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No agentivity-based split is documented. Ergative alignment on full NPs applies with agentive A.
975,caca1251,GB409_15,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No agentivity-based split is documented. Ergative alignment on full NPs applies with non-agentive A.
976,caca1251,GB409_16,1,"Zariquiey 2018: §6.7.1.1, p. 250; §16.5","No topicality-based split in basic case marking. Note: §16.5 documents discourse-level variation where NPs may follow tripartite alignment, but the default is ergative."
977,caca1251,GB409_17,1,"Zariquiey 2018: §6.7.1.1, p. 250; §16.5",No topicality-based split in basic case marking. Ergative alignment on full NPs applies with non-topical A.
978,caca1251,GB409_18,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No animacy-based split is documented. Ergative alignment on full NPs applies with animate A.
979,caca1251,GB409_19,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",No animacy-based split is documented. Ergative alignment on full NPs applies with inanimate A.
980,caca1251,GB409_20,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571",Ergative alignment on full NPs is documented in main clauses.
981,caca1251,GB409_21,1,"Zariquiey 2018: §6.7.1.1, p. 250; §15.2, p. 571; §14 (nominalization)",Ergative alignment on full NPs also applies in dependent/nominalized clauses.
982,caca1251,GB409_22,1,"Zariquiey 2018: §1.3.6, p. 44; §5.1.1.1, p. 175; §16.5",§16.5 documents discourse-level variation where NPs may follow tripartite alignment if referring to previously introduced topics.
983,caca1251,GB409_23,1,"Zariquiey 2018: Table 26, p. 116; §6.7.1.1, p. 250","Yes. The marker =(a)n expresses ergative, genitive, instrumental, and temporal locative functions (multifunctional marker)."
984,caca1251,GB409_24,1,"Zariquiey 2018: Table 26, p. 116; §6.7.1.1, p. 250; §6.7.1.4",Yes for instrumental: =(a)n marks both ergative and instrumental. No for comitative: comitative has distinct markers -bë(ton) and -këñun.
985,caml1239,GB409_1,0,Ebert 1997: 56,There is not an explicit marker for the absolutive case.
986,caml1239,GB409_2,0,Ebert 1997: 56,First-person pronouns do not follow an ergative alignment pattern.
987,caml1239,GB409_3,0,Ebert 1997: 56,Second-person pronouns do not follow an ergative alignment pattern.
988,caml1239,GB409_4,1,Ebert 1997: 56,Third-person pronouns follow an ergative alignment pattern.
989,caml1239,GB409_5,1,"Ebert 1997: 45, 56",Full NP's exhibit ergative alignment.
990,caml1239,GB409_6,1,"Ebert 1997: 26, 56",Clauses with imperfective aspect exhibit ergative alignment.
991,caml1239,GB409_7,1,"Ebert 1997: 24, 56",Clauses with perfective aspect exhibit ergative alignment.
992,caml1239,GB409_8,1,"Ebert 1997: 26, 56",Past-tense clauses exhibit ergative alignment.
993,caml1239,GB409_9,1,"Ebert 1997: 29,56",Clauses in non-past tense exhibit ergative alignment.
994,caml1239,GB409_10,1,"Ebert 1997: 52, 56",Clauses in indicative mode show an ergative alignment.
995,caml1239,GB409_11,1,"Ebert 1997: 45,55",Clauses in non-indicative mode show an ergative alignment.
996,caml1239,GB409_12,1,"Ebert 1997: 24, 56",Clauses with realis status show ergative alignment.
997,caml1239,GB409_13,1,"Ebert 1997: 29, 67",Clauses with irrealis status show ergative alignment.
998,caml1239,GB409_14,1,"Ebert 1997: 46, 52","In the context of an agentive A argument, ergative alignment is observed."
999,caml1239,GB409_15,1,"Ebert 1997: 35, 67","In the context of a non-agentive argument A, ergative alignment is observed."
1000,caml1239,GB409_16,1,"Ebert 1997: 57, 65","In the context of a topical A, ergative alignment is shown."
1001,caml1239,GB409_17,1,"Ebert 1997: 45, 55","In the context of a topical A, ergative alignment is not shown."
1002,caml1239,GB409_18,1,"Ebert 1997: 26, 46",Clauses with animated A arguments exhibit ergative alignment.
1003,caml1239,GB409_19,1,"Ebert 1997: 29, 66",Clauses with non-animated A arguments exhibit ergative alignment.
1004,caml1239,GB409_20,1,Ebert 1997: 56,Main clauses exhibit ergative alignment.
1005,caml1239,GB409_21,1,"Ebert 1997: 62, 65",Non-main clauses exhibit ergative alignment.
1006,caml1239,GB409_22,1,"Ebert 1997: 46, 56",Ergative alignment is conditioned by the Differential Object Marking based on animacy/humanity.
1007,caml1239,GB409_23,0,Ebert 1997: 45,The ergative case do not have the same mark as the genitive marker.
1008,caml1239,GB409_24,1,Ebert 1997: 45-46,"The ergative case has the same mark as the instrumental case, but is different from the comitative case."
1009,casi1235,GB409_1,1,"Headland and Healey 1974: 22-23, 27-28",There is an explicit marker for the absolutive case.
1010,casi1235,GB409_2,1,"Headland and Healey 1974: 25-26, 28",First-person pronouns show ergative alignment.
1011,casi1235,GB409_3,1,Headland and Healey 1974: 24-26,Second-person pronouns show ergative alignment.
1012,casi1235,GB409_4,1,"Headland and Healey 1974: 25, 27, 41",Third-person pronouns show ergative alignment.
1013,casi1235,GB409_5,1,"Headland and Healey 1974: 22-23, 28-29",Full NP's exhibit ergative alignment.
1014,casi1235,GB409_6,1,"Headland and Healey 1974: 27, 29-30",Ergative alignment present in the imperfective aspect.
1015,casi1235,GB409_7,1,"Headland and Healey 1974: 25, 27-29",Ergative alignment occurs in the perfective aspect.
1016,casi1235,GB409_8,1,"Headland and Healey 1974: 27, 29",Ergative alignment occurs in past tense clauses.
1017,casi1235,GB409_9,1,"Headland and Healey 1974: 22, 25, 27-28",Ergative alignment applied in non-past times.
1018,casi1235,GB409_10,1,"Headland and Healey 1974: 22-23, 25, 28",Ergative alignment is presented in indicative mode.
1019,casi1235,GB409_11,1,Headland and Healey 1974: 25-27,Ergative alignment is presented in non-indicative mode.
1020,casi1235,GB409_12,1,"Headland and Healey 1974: 25, 28-29",Ergative alignment is present in the realis status.
1021,casi1235,GB409_13,1,"Headland and Healey 1974: 25, 27-28, 33",Ergative alignment is present in the irrealis status.
1022,casi1235,GB409_14,1,"Headland and Healey 1974: 25, 28","In the context of an agentive A argument, ergative alignment is observed."
1023,casi1235,GB409_15,1,Headland and Healey 1974: 36-37,"In the context of a non-agentive argument A, ergative alignment is observed."
1024,casi1235,GB409_16,1,"Headland and Healey 1974: 22-23, 25, 28","In the context of a topical A, ergative alignment is shown."
1025,casi1235,GB409_17,1,Headland and Healey 1974: 22-24,"In the context of a non-topical A, ergative alignment is shown."
1026,casi1235,GB409_18,1,"Headland and Healey 1974: 22-23, 25",Clauses with animated A arguments exhibit ergative alignment.
1027,casi1235,GB409_19,1,Headland and Healey 1974: 22-23,Clauses with non-animated A arguments exhibit ergative alignment.
1028,casi1235,GB409_20,1,"Headland and Healey 1974: 22, 28-29",Main clauses exhibit ergative alignment.
1029,casi1235,GB409_21,1,Headland and Healey 1974: 28-29,Non-main clauses exhibit ergative alignment.
